policy_key,policy_label_ko,color_path,sample_n,avg_score,plus2_first_rate_pct,minus2_first_rate_pct,plus3_first_rate_pct,minus3_first_rate_pct,profit_minus_loss_pp,avg_mfe_d5_pct,avg_mae_d5_pct,fast_win_rate_pct,loss_first_rate_pct,fill_pass_rate_pct
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,Y-O-Y-O-O,3,64.2928,100.0,0.0,100.0,0.0,100.0,16.323,-6.4245,66.6667,0.0,66.6667
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,G-Y-O-Y-O,2,60.0305,100.0,0.0,100.0,0.0,100.0,32.2433,1.4816,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,O-R-G-O-Y,2,55.1543,100.0,0.0,100.0,0.0,100.0,7.2916,-16.95,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,O-Y-Y-Y-Y,2,63.2211,50.0,50.0,50.0,50.0,0.0,35.3999,-6.0709,50.0,50.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,Y-G-Y-O-Y,2,81.2535,50.0,50.0,50.0,50.0,0.0,49.3251,-3.3923,50.0,50.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,Y-O-O-O-O,2,78.2465,50.0,50.0,0.0,100.0,-100.0,5.2322,-8.0188,50.0,50.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,G-G-Y-G-Y,1,83.8035,100.0,0.0,100.0,0.0,100.0,59.8658,-1.062,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,G-G-Y-O-R,1,81.0573,100.0,0.0,100.0,0.0,100.0,55.0388,2.1142,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,G-O-G-Y-O,1,75.8906,100.0,0.0,100.0,0.0,100.0,19.403,-3.1045,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,G-O-O-G-Y,1,61.2757,100.0,0.0,100.0,0.0,100.0,25.8547,-2.7778,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,G-O-O-O-G,1,79.4252,100.0,0.0,100.0,0.0,100.0,15.4982,-3.5055,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,G-O-Y-O-O,1,32.8617,100.0,0.0,100.0,0.0,100.0,12.5406,-8.9019,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,G-R-Y-O-Y,1,56.7666,100.0,0.0,100.0,0.0,100.0,29.982,3.5907,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,G-Y-G-Y-R,1,83.8035,100.0,0.0,100.0,0.0,100.0,57.0566,3.0752,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,G-Y-O-R-G,1,79.7304,100.0,0.0,100.0,0.0,100.0,21.6814,-18.9712,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,G-Y-R-X-O,1,78.0919,100.0,0.0,100.0,0.0,100.0,28.8288,-1.1261,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,G-Y-Y-O-G,1,43.7228,100.0,0.0,100.0,0.0,100.0,47.1338,1.9108,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,O-G-O-G-Y,1,75.8906,100.0,0.0,100.0,0.0,100.0,15.4068,-6.3474,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,O-G-R-Y-O,1,82.493,0.0,100.0,0.0,100.0,-100.0,26.3525,-3.4904,0.0,100.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,O-G-Y-Y-O,1,61.2757,100.0,0.0,100.0,0.0,100.0,24.5243,-3.8055,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,O-O-G-G-O,1,79.4252,0.0,100.0,0.0,100.0,-100.0,12.3412,-5.0817,0.0,100.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,O-O-G-Y-Y,1,61.2757,0.0,100.0,0.0,100.0,-100.0,19.9593,-7.332,0.0,100.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,O-O-O-G-G,1,79.4252,0.0,100.0,0.0,100.0,-100.0,5.0934,-11.2054,0.0,100.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,O-O-O-G-O,1,47.9968,0.0,100.0,0.0,100.0,-100.0,8.2694,-14.237,0.0,100.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,O-O-O-O-O,1,80.8313,100.0,0.0,100.0,0.0,100.0,7.2773,-15.1819,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,O-O-O-Y-O,1,60.4044,100.0,0.0,100.0,0.0,100.0,4.2582,-19.5055,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,O-O-Y-O-X,1,77.8671,0.0,0.0,0.0,100.0,-100.0,-0.636,-17.1731,0.0,100.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,O-R-G-O-X,1,80.1729,0.0,0.0,0.0,100.0,-100.0,-4.9573,-15.3846,0.0,100.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,O-R-O-Y-G,1,49.4088,0.0,100.0,0.0,100.0,-100.0,0.1339,-21.1513,0.0,100.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,O-Y-G-R-O,1,49.4088,0.0,100.0,0.0,100.0,-100.0,5.7244,-16.7491,0.0,100.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,O-Y-O-G-G,1,73.3417,100.0,0.0,100.0,0.0,100.0,15.5251,-8.2192,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,O-Y-O-O-G,1,72.8175,0.0,100.0,0.0,100.0,-100.0,3.6866,-10.7143,0.0,100.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,O-Y-O-O-O,1,60.4044,0.0,100.0,0.0,100.0,-100.0,9.6821,-11.9942,0.0,100.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,O-Y-X-X-X,1,90.2988,100.0,0.0,100.0,0.0,100.0,11.5768,-3.1936,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,O-Y-Y-O-R,1,69.1091,100.0,0.0,100.0,0.0,100.0,20.8084,-5.5389,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,R-G-O-Y-O,1,53.5594,0.0,100.0,0.0,100.0,-100.0,0.4061,-28.8325,0.0,100.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,R-O-Y-G-R,1,49.4088,0.0,100.0,0.0,100.0,-100.0,1.4925,-20.0814,0.0,100.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,R-Y-G-O-O,1,76.8583,0.0,100.0,0.0,100.0,-100.0,4.6539,-8.1146,0.0,100.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,R-Y-O-O-O,1,80.8313,0.0,100.0,0.0,100.0,-100.0,0.8255,-10.7311,0.0,100.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,R-Y-O-Y-Y,1,69.1091,0.0,100.0,0.0,100.0,-100.0,22.6444,-7.2948,0.0,100.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,X-O-X-X-X,1,75.1812,100.0,0.0,100.0,0.0,100.0,4.7525,-13.0693,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,Y-G-O-O-Y,1,76.8583,100.0,0.0,100.0,0.0,100.0,13.8501,-1.6518,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,Y-G-O-Y-Y,1,82.0865,0.0,100.0,0.0,100.0,-100.0,102.442,-4.884,0.0,100.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,Y-G-Y-R-X,1,78.0919,0.0,0.0,0.0,100.0,-100.0,34.5882,-3.0588,0.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,Y-O-G-G-O,1,73.3417,0.0,100.0,0.0,100.0,-100.0,19.3396,-5.1887,0.0,100.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,Y-O-G-R-Y,1,82.493,0.0,100.0,0.0,100.0,-100.0,25.913,-5.7391,0.0,100.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,Y-O-O-G-O,1,72.8175,0.0,100.0,100.0,0.0,100.0,12.5,-3.125,0.0,100.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,Y-O-O-O-Y,1,60.4044,0.0,0.0,100.0,0.0,100.0,18.2243,-2.3364,0.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,Y-O-R-G-O,1,79.7304,100.0,0.0,100.0,0.0,100.0,11.3924,-26.3797,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,Y-O-R-O-Y,1,19.1608,100.0,0.0,100.0,0.0,100.0,22.0877,-10.8926,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,Y-O-X-X-X,1,30.5288,100.0,0.0,100.0,0.0,100.0,8.4862,-9.0596,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,Y-O-Y-Y-O,1,69.1091,100.0,0.0,100.0,0.0,100.0,24.9226,-2.322,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,Y-R-X-O-X,1,75.1812,0.0,0.0,0.0,100.0,-100.0,0.5474,-19.8905,0.0,100.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,Y-R-Y-G-O,1,76.8583,100.0,0.0,100.0,0.0,100.0,4.6398,-5.9829,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,Y-Y-O-G-R,1,82.493,0.0,100.0,0.0,100.0,-100.0,21.366,-6.655,0.0,100.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,Y-Y-O-O-R,1,61.6336,0.0,100.0,0.0,100.0,-100.0,15.5172,-10.1724,0.0,100.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,Y-Y-O-R-O,1,19.1608,0.0,100.0,0.0,100.0,-100.0,22.8311,-7.1537,0.0,100.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,Y-Y-Y-O-O,1,81.0067,100.0,0.0,100.0,0.0,100.0,39.8747,-1.8789,100.0,0.0,100.0
P0_TRADING_VALUE_TOP3,거래대금 순수 Top3,Y-Y-Y-Y-O,1,81.0067,100.0,0.0,100.0,0.0,100.0,47.0911,-2.6345,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,G-Y-O-Y-O,2,81.2535,100.0,0.0,100.0,0.0,100.0,32.2433,1.4816,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,R-O-G-G-O,2,82.8895,0.0,100.0,0.0,100.0,-100.0,19.1806,-5.6797,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,G-G-O-Y-Y,1,87.6996,100.0,0.0,100.0,0.0,100.0,24.7563,1.1696,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,G-G-Y-G-Y,1,83.8035,100.0,0.0,100.0,0.0,100.0,59.8658,-1.062,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,G-G-Y-O-R,1,81.0573,100.0,0.0,100.0,0.0,100.0,55.0388,2.1142,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,G-G-Y-R-O,1,82.2412,100.0,0.0,100.0,0.0,100.0,20.1212,-5.4545,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,G-O-O-O-G,1,79.4252,100.0,0.0,100.0,0.0,100.0,15.4982,-3.5055,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,G-O-O-O-Y,1,90.8864,100.0,0.0,100.0,0.0,100.0,22.9801,1.7838,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,G-O-Y-Y-G,1,82.0865,100.0,0.0,100.0,0.0,100.0,107.6063,4.0268,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,G-O-Y-Y-O,1,83.935,100.0,0.0,100.0,0.0,100.0,16.5089,-3.1361,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,G-R-Y-Y-O,1,75.64,100.0,0.0,100.0,0.0,100.0,20.7865,-0.9831,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,G-Y-O-G-O,1,88.0814,100.0,0.0,100.0,0.0,100.0,29.462,8.0945,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,G-Y-O-R-G,1,81.0573,100.0,0.0,100.0,0.0,100.0,21.6814,-18.9712,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,G-Y-O-R-Y,1,82.3028,100.0,0.0,100.0,0.0,100.0,18.5242,-1.7679,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-G-G-O-Y,1,87.6996,0.0,100.0,0.0,100.0,-100.0,20.7547,-4.434,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-G-O-O-O,1,90.8864,0.0,100.0,0.0,100.0,-100.0,18.9848,-4.5685,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-G-O-Y-Y,1,88.0814,0.0,100.0,100.0,0.0,100.0,15.2125,-3.132,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-G-R-Y-O,1,82.493,0.0,100.0,0.0,100.0,-100.0,26.3525,-3.4904,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-O-G-G-O,1,79.4252,0.0,100.0,0.0,100.0,-100.0,12.3412,-5.0817,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-O-G-O-O,1,90.8864,100.0,0.0,0.0,100.0,-100.0,8.1181,-13.2841,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-O-O-G-G,1,79.4252,0.0,100.0,0.0,100.0,-100.0,5.0934,-11.2054,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-O-O-O-O,1,80.8313,100.0,0.0,100.0,0.0,100.0,7.2773,-15.1819,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-O-O-Y-X,1,90.2988,0.0,0.0,0.0,100.0,-100.0,-2.9514,-15.7986,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-O-R-O-O,1,86.5309,0.0,100.0,0.0,100.0,-100.0,0.3504,-21.8641,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-O-R-O-R,1,83.1983,100.0,0.0,100.0,0.0,100.0,14.0429,-34.0787,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-O-R-Y-O,1,86.9116,0.0,100.0,0.0,100.0,-100.0,2.5915,-11.8902,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-O-X-Y-O,1,84.9841,100.0,0.0,100.0,0.0,100.0,7.4251,-5.3892,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-O-Y-G-G,1,78.9037,0.0,100.0,0.0,100.0,-100.0,20.5,-9.625,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-O-Y-O-O,1,82.3801,100.0,0.0,0.0,100.0,-100.0,5.6376,-4.2953,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-R-G-O-X,1,80.1729,0.0,0.0,0.0,100.0,-100.0,-4.9573,-15.3846,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-R-O-O-R,1,86.5309,100.0,0.0,100.0,0.0,100.0,14.4654,-14.7799,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-R-O-R-O,1,83.1983,100.0,0.0,100.0,0.0,100.0,5.6075,-36.3551,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-R-X-X-X,1,85.3849,100.0,0.0,100.0,0.0,100.0,4.7672,-22.3947,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-R-Y-O-O,1,86.9116,0.0,100.0,0.0,100.0,-100.0,1.7241,-10.6583,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-X-Y-O-R,1,84.9841,0.0,100.0,0.0,100.0,-100.0,7.2967,-10.2871,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-Y-G-G-G,1,78.9037,0.0,100.0,0.0,100.0,-100.0,46.0823,-3.9841,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-Y-O-O-R,1,82.3801,100.0,0.0,100.0,0.0,100.0,7.9561,-3.2922,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-Y-O-R-O,1,81.1058,0.0,100.0,0.0,100.0,-100.0,3.8585,-15.5949,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-Y-O-Y-G,1,88.97,0.0,100.0,0.0,100.0,-100.0,38.6039,-5.5509,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-Y-X-X-X,1,90.2988,100.0,0.0,100.0,0.0,100.0,11.5768,-3.1936,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-Y-Y-G-Y,1,82.0865,100.0,0.0,100.0,0.0,100.0,100.7913,-3.8576,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,O-Y-Y-O-O,1,83.935,0.0,100.0,0.0,100.0,-100.0,4.8555,-9.1329,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,R-G-Y-O-R,1,82.3028,0.0,100.0,0.0,100.0,-100.0,10.3794,-8.5183,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,R-O-O-R-O,1,86.5309,0.0,100.0,0.0,100.0,-100.0,-2.9299,-24.1401,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,R-O-O-X-Y,1,84.9841,0.0,100.0,0.0,100.0,-100.0,5.1583,-7.3857,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,R-O-R-O-R,1,83.1983,0.0,100.0,0.0,100.0,-100.0,0.7805,-34.439,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,Y-G-G-G-Y,1,78.9037,100.0,0.0,100.0,0.0,100.0,61.9205,-1.3907,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,Y-G-G-Y-R,1,82.2412,0.0,100.0,0.0,100.0,-100.0,20.267,-5.3398,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,Y-G-O-Y-Y,1,82.0865,0.0,100.0,0.0,100.0,-100.0,102.442,-4.884,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,Y-G-Y-O-Y,1,86.6896,0.0,100.0,0.0,100.0,-100.0,43.5701,-4.7985,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,Y-O-G-O-Y,1,88.0814,100.0,0.0,100.0,0.0,100.0,17.5799,-1.8265,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,Y-O-G-R-Y,1,82.493,0.0,100.0,0.0,100.0,-100.0,25.913,-5.7391,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,Y-O-O-O-O,1,77.7591,100.0,0.0,100.0,0.0,100.0,7.9907,-6.9046,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,Y-O-O-R-Y,1,86.9116,100.0,0.0,100.0,0.0,100.0,10.8197,-2.7869,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,Y-O-O-Y-O,1,82.3801,100.0,0.0,100.0,0.0,100.0,7.8621,-3.8621,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,Y-O-R-O-O,1,81.1058,100.0,0.0,100.0,0.0,100.0,6.7769,-15.2066,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,Y-O-R-Y-G,1,82.3028,100.0,0.0,100.0,0.0,100.0,13.299,-6.0985,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,Y-O-X-X-X,1,77.4077,100.0,0.0,100.0,0.0,100.0,18.9802,-2.5496,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,Y-O-Y-G-R,1,88.97,0.0,100.0,0.0,100.0,-100.0,38.8374,-3.6226,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,Y-O-Y-O-O,1,86.6896,100.0,0.0,100.0,0.0,100.0,25.0412,-1.1532,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,Y-O-Y-O-Y,1,88.97,100.0,0.0,100.0,0.0,100.0,26.1444,-4.8415,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,Y-Y-G-G-Y,1,82.2412,100.0,0.0,100.0,0.0,100.0,23.1056,-3.1056,100.0,0.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,Y-Y-O-G-R,1,82.493,0.0,100.0,0.0,100.0,-100.0,21.366,-6.655,0.0,100.0,100.0
V2_FINAL_TOP3,최종 운영형 V2 Top3,Y-Y-Y-O-X,1,80.3715,0.0,0.0,100.0,0.0,100.0,23.9843,3.9318,0.0,0.0,100.0
